"","x"
"2611",668028.215054407
"2612",182271.864587017
"2613",436584.223605234
"2614",315175.011488072
"2615",688657.527622226
"2616",659345.7622035
"2617",628598.246692781
"2618",1121940.90119664
"2619",498751.231817981
"2620",344961.161153722
"2621",556939.236840084
"2622",580054.781507094
"2623",850652.890955757
"2624",592012.05211969
"2625",201570.420036176
"2626",1031774.31130995
"2627",235624.336973244
"2628",840999.661916726
"2629",477989.839963555
"2630",286230.437532084
"2631",267846.38794113
"2632",1203907.09370981
"2633",378210.831319251
"2634",410254.746684134
"2635",1623341.11769688
"2636",129764.58531312
"2637",877114.154540056
"2638",422515.326169574
"2639",1074297.10365956
"2640",381628.987249291
"2641",1580597.07004867
"2642",296882.127692733
"2643",882676.020532445
"2644",978310.288522666
"2645",585703.533319913
"2646",587647.286985278
"2647",331551.541755268
"2648",204399.961616711
"2649",921558.426259705
"2650",1897793.56929103
"2651",613707.529382935
"2652",803882.974828776
"2653",166074.399759782
"2654",1298831.82153505
"2655",1166280.83129995
"2656",440841.699645078
"2657",510163.98204167
"2658",441810.225959838
"2659",828284.115934242
"2660",291344.274909227
"2661",440943.693580473
"2662",447776.101758077
"2663",529478.883141732
"2664",706975.700920124
"2665",478986.817862525
"2666",366760.047042222
"2667",258511.302072554
"2668",652548.155020386
"2669",148150.497152939
"2670",264297.661778015
"2671",475117.147532582
"2672",514004.017342135
"2673",824337.070970097
"2674",198340.114709189
"2675",654970.06720895
"2676",305935.624503355
"2677",819716.413466809
"2678",651333.143357073
"2679",595398.028136236
"2680",-22787.5979641295
"2681",187957.41675567
"2682",171431.583755396
"2683",213563.402086574
"2684",496251.255216457
"2685",1439696.33256603
"2686",672972.541956635
"2687",754412.19756393
"2688",974179.344475314
"2689",514141.915396459
"2690",531082.301309459
"2691",633817.260712917
"2692",458052.42977719
"2693",502109.602827585
"2694",578724.973403212
"2695",321193.283459086
"2696",366073.751910711
"2697",1474476.15008775
"2698",535753.83479742
"2699",473247.247165652
"2700",382181.468960164
"2701",678527.670039845
"2702",600569.737258578
"2703",752681.968422394
"2704",561669.243581364
"2705",468443.485559887
"2706",503480.414746145
"2707",314091.302034324
"2708",704689.396175808
"2709",431912.913455963
"2710",485172.377225214
"2711",308145.082604318
"2712",714114.258015746
"2713",393117.411873056
"2714",812537.603941031
"2715",996837.015978965
"2716",688143.11406907
"2717",2248188.03437539
"2718",717403.302124813
"2719",94966.675379194
"2720",277367.24771244
"2721",201534.592234963
"2722",309185.504214007
"2723",2110457.64885
"2724",520510.364776627
"2725",530642.347754797
"2726",389037.149477873
"2727",237797.412124216
"2728",738279.590462193
"2729",127864.794568598
"2730",304076.877780199
"2731",362656.799810309
"2732",447666.852847888
"2733",601468.216361094
"2734",48142.2995127082
"2735",437858.964826548
"2736",515130.368176172
"2737",117853.573376346
"2738",190366.464332584
"2739",441379.221181307
"2740",285373.92118963
"2741",306453.596375786
"2742",491448.016085607
"2743",380592.374893745
"2744",136205.423576356
"2745",211645.831727393
"2746",435125.679118218
"2747",569149.606886511
"2748",229222.005894607
"2749",191412.727535219
"2750",394815.895600164
"2751",86178.2185722546
"2752",221647.582493845
"2753",595868.896975296
"2754",533648.834653295
"2755",533648.834653295
"2756",269157.865666715
"2757",717800.119640351
"2758",790954.28600331
"2759",2039614.25567031
"2760",469869.234663073
"2761",137364.405319568
"2762",934258.057353122
"2763",443283.858791712
"2764",170349.106617608
"2765",219885.630140729
"2766",71457.6293447498
"2767",1049445.38258357
"2768",847614.174100159
"2769",464782.681653589
"2770",-22659.7844887293
"2771",306024.70438293
"2772",223481.705413069
"2773",741860.186055364
"2774",462631.021178766
"2775",119101.37560626
"2776",549621.682684657
"2777",627562.040798818
"2778",98084.8067251813
"2779",198170.94912125
"2780",686442.46674836
"2781",1051061.88756762
"2782",471265.853141922
"2783",483481.202149175
"2784",296643.107755318
"2785",421074.593757992
"2786",276772.349877881
"2787",766408.464133335
"2788",1138370.23334714
"2789",736835.527391925
"2790",533098.053482546
"2791",383958.272051897
"2792",400896.657647912
"2793",574289.342350632
"2794",544333.320046511
"2795",438677.873003215
"2796",661181.318162965
"2797",499655.132581781
"2798",299081.052693396
"2799",36591.2676024878
"2800",690335.402701779
"2801",122126.880096068
"2802",302410.190556436
"2803",683765.893178529
"2804",464028.969547657
"2805",285546.127760688
"2806",315775.160868851
"2807",261454.345873348
"2808",50612.3511031504
"2809",768421.432915252
"2810",271805.792508972
"2811",359680.157617635
"2812",195298.251433108
"2813",412885.299245808
"2814",262656.331096728
"2815",263626.442645024
"2816",611059.834846341
"2817",757363.085376426
"2818",318421.429618088
"2819",698237.084685487
"2820",300248.384623227
"2821",1579417.91164203
"2822",720691.304246889
"2823",222905.966536063
"2824",731531.379769787
"2825",521258.613070721
"2826",685579.790017853
"2827",132241.631001649
"2828",373436.476497855
"2829",1058988.99404379
"2830",27171.6222656791
"2831",99694.5549559771
"2832",410580.636088696
"2833",697624.415545763
"2834",464692.728278446
"2835",149708.729555046
"2836",587053.680631869
"2837",540844.442698646
"2838",265594.587892678
"2839",585552.185069821
"2840",303074.110528058
"2841",622183.557913777
"2842",633980.002797851
"2843",353401.171052029
"2844",370459.864171181
"2845",686393.493338594
"2846",548078.296441812
"2847",456552.5527717
"2848",131279.886032212
"2849",395474.064892517
"2850",568166.179786956
"2851",605219.434441341
"2852",608011.910128705
"2853",856687.913957949
"2854",74601.0415717898
"2855",420335.10892165
"2856",1097279.40168226
"2857",291560.027105468
"2858",1312863.10734469
"2859",307027.270178707
"2860",909820.45096125
"2861",115338.093396892
"2862",630463.975051197
"2863",526466.638019761
"2864",192727.572199695
"2865",218830.726024534
"2866",293647.69499553
"2867",251577.099981041
"2868",625291.1795014
"2869",551377.4635395
"2870",647332.439152854
"2871",674085.025812755
"2872",524464.975277816
"2873",672309.503677998
"2874",698172.701390026
"2875",766377.738439004
"2876",289577.226757584
"2877",612465.272720906
"2878",67440.1587823751
"2879",841237.927191323
"2880",2165319.89665471
"2881",678232.468701049
"2882",427571.05976656
"2883",896150.830272617
"2884",430350.704957802
"2885",923319.981001055
"2886",570698.401211002
"2887",2111361.6302872
"2888",494282.675320151
"2889",954035.092952944
"2890",114566.067660847
"2891",550410.701040015
"2892",135672.703511236
"2893",539977.535761535
"2894",771028.857053406
"2895",314641.022596175
"2896",529778.578908912
"2897",285662.67247121
"2898",835018.205733414
"2899",1121901.32855795
"2900",513049.665501686
"2901",332234.428193789
"2902",716820.660721334
"2903",1009030.76374795
"2904",666560.050770944
"2905",985647.525812126
"2906",178643.823850707
"2907",299353.69576312
"2908",490405.860081943
"2909",382402.684058601
"2910",272895.901627659
"2911",1394708.72652285
"2912",187285.172738175
"2913",862507.186478413
"2914",299686.349118266
"2915",908143.332263608
"2916",347323.372832635
"2917",604490.939132733
"2918",279421.682149593
"2919",1231580.89641111
"2920",413749.619982142
"2921",565082.618456379
"2922",195280.909993583
"2923",287076.746776188
"2924",517757.707245739
"2925",229474.653206744
"2926",727722.59395871
"2927",757963.519316758
"2928",913567.248875787
"2929",507355.916286295
"2930",304565.769201419
"2931",498666.575070304
"2932",488514.335733755
"2933",267785.257513768
"2934",442297.245676541
"2935",177314.994516044
"2936",81713.9273394883
"2937",197708.446394806
"2938",775854.462815126
"2939",683784.106734077
"2940",387253.148134031
"2941",1667975.0012048
"2942",930216.45811593
"2943",218918.096532116
"2944",1219105.1343225
"2945",158414.114839651
"2946",500249.968078481
"2947",323237.508313669
"2948",206525.435093542
"2949",404789.763077948
"2950",425294.352928483
"2951",795391.548784817
"2952",1039170.94649128
"2953",385760.289853729
"2954",432925.209234098
"2955",729172.392070217
"2956",300157.48032958
"2957",212538.819989923
"2958",978711.592921346
"2959",179118.927759057
"2960",705295.943474745
"2961",785427.130783688
"2962",487945.076098709
"2963",466783.550096974
"2964",1359068.87010636
"2965",704783.162498724
"2966",359243.139379682
"2967",663271.413101694
"2968",491397.614411553
"2969",627067.685195489
"2970",1336781.78144051
"2971",118099.788877031
"2972",521815.297743629
"2973",455028.386266456
"2974",1268974.63502805
"2975",410076.241316246
"2976",1232044.1894546
"2977",226701.182428038
"2978",1380396.34056629
"2979",510266.455018167
"2980",425979.026691515
"2981",1015264.08776445
"2982",485813.960564609
"2983",251253.697144827
"2984",561314.734901732
"2985",575166.642961737
"2986",709093.775716336
"2987",430642.524735
"2988",483704.481257742
"2989",1029406.11719215
"2990",230120.996351307
"2991",252111.40601365
"2992",1184491.04329283
"2993",383529.910632842
"2994",986141.197222829
"2995",218108.037923298
"2996",125664.538682955
"2997",646260.012754172
"2998",115973.700141829
"2999",302045.426518755
"3000",536041.2008276
"3001",626201.993687185
"3002",888241.736775984
"3003",849079.295331753
"3004",774774.761385145
"3005",901350.081340011
"3006",517135.746202647
"3007",626934.009125095
"3008",408075.623281249
"3009",300584.716771168
"3010",325264.845117336
"3011",660240.23207631
"3012",535574.563442122
"3013",634078.733630085
"3014",1412102.59276315
"3015",695094.340593401
"3016",253151.241900867
"3017",379907.978076709
"3018",378677.839009823
"3019",344061.448057837
"3020",363608.710529582
"3021",572268.924884599
"3022",581871.886574296
"3023",630107.351429144
"3024",329000.122473064
"3025",262961.84201595
"3026",652803.398155131
"3027",529921.163206207
"3028",678347.435727619
"3029",439584.678458681
"3030",435007.7958136
"3031",281024.315326336
"3032",281914.663630292
"3033",659994.841673659
"3034",538259.180780445
"3035",633988.287094073
"3036",1185471.61013656
"3037",312021.63643967
"3038",248603.773139538
"3039",68534.714967204
"3040",775986.05364894
"3041",287770.559541387
"3042",335345.69692397
"3043",485910.436291256
"3044",718509.637998642
"3045",331932.17937039
"3046",252758.508488108
"3047",366117.540647076
"3048",486604.39499543
"3049",317345.368527379
"3050",561256.638849043
"3051",730543.198747025
"3052",321430.459604373
"3053",163293.785553435
"3054",688231.875577804
"3055",382874.171150706
"3056",809225.49349293
"3057",581296.118368821
"3058",791343.434546855
"3059",252627.661231307
"3060",563153.85528086
"3061",473050.264382423
"3062",1228285.38897919
"3063",336760.767626657
"3064",1063600.06221897
"3065",2049618.45310971
"3066",162036.800438686
"3067",17455.1646737415
"3068",815546.871192048
"3069",551938.60723153
"3070",529041.657717317
"3071",361316.206315974
"3072",296007.978488164
"3073",231844.266005911
"3074",471757.629099116
"3075",930445.887402423
"3076",456362.680661974
"3077",623506.693269937
"3078",826937.252661459
"3079",339700.437041046
"3080",698318.164883692
"3081",463428.452008649
"3082",384787.435509072
"3083",385112.240836392
"3084",395601.287968739
"3085",477725.376584021
"3086",477725.376584021
"3087",300930.800772322
"3088",382155.436407555
"3089",78155.7506889806
"3090",229796.999691839
"3091",433232.738254918
"3092",416189.303665436
"3093",641938.793320077
"3094",444598.325995654
"3095",1454471.46448802
"3096",470110.800907934
"3097",618697.994534467
"3098",496767.364840196
"3099",449525.023686853
"3100",405786.21968556
"3101",259433.432912202
"3102",440671.546005965
"3103",-477454.102273044
"3104",84139.1010949307
"3105",287647.809809982
"3106",212550.998459776
"3107",696772.843242417
"3108",348095.425401054
"3109",91342.2347414637
"3110",317600.588552173
"3111",182202.025473303
"3112",375777.277528306
"3113",819476.652076724
"3114",448573.63462253
"3115",255943.078109224
"3116",598786.515089633
"3117",340446.032085965
"3118",91864.0352566704
"3119",479953.809956036
"3120",937989.548381741
"3121",695461.423110249
"3122",724585.613172291
"3123",409731.576109515
"3124",531405.991859861
"3125",582325.741826542
"3126",479310.159837652
"3127",675586.400470134
"3128",188031.364098161
"3129",1128837.08571249
"3130",692275.524783974
"3131",191231.339447234
"3132",507665.823321489
"3133",1341312.25993811
"3134",535693.965875443
"3135",934638.320711585
"3136",427043.008674094
"3137",525106.036056792
"3138",507557.552486563
"3139",429852.247646141
"3140",454122.772441259
"3141",409054.940890135
"3142",250444.303492082
"3143",501934.65763039
"3144",154244.954883156
"3145",223090.060385593
"3146",558541.472688421
"3147",544221.984884227
"3148",677088.509103748
"3149",409844.76390651
"3150",1114239.63471921
"3151",429760.250825327
"3152",578407.75970717
"3153",567890.611491698
"3154",408995.581508819
"3155",287374.205817148
"3156",480055.087515468
"3157",392628.98504726
"3158",1504782.84264901
"3159",545304.144046459
"3160",522188.599615327
"3161",350687.341942824
"3162",192782.072323887
"3163",469930.115689831
"3164",737105.871238924
"3165",624497.103380932
"3166",271692.483828475
"3167",474428.320020646
"3168",465934.888145495
"3169",661874.959414944
"3170",684953.42230125
"3171",560390.279090529
"3172",700825.909136922
"3173",462670.841055143
"3174",634171.582049248
"3175",399750.001938566
"3176",575144.170375211
"3177",935280.529029317
"3178",361976.302757068
"3179",363946.076751681
"3180",584834.388316786
"3181",435701.617056835
"3182",275811.064626314
"3183",246831.523587498
"3184",644604.579767887
"3185",679113.690122948
"3186",767577.440607853
"3187",183308.579541905
"3188",282943.475794496
"3189",1227460.26045086
"3190",543662.664477345
"3191",208596.472086518
"3192",221406.113433292
"3193",159058.32999419
"3194",605376.414324754
"3195",306271.141508609
"3196",177786.007694033
"3197",528909.48736825
"3198",999844.48383963
"3199",671217.475910601
"3200",224751.688532637
"3201",858104.617090316
"3202",635130.619596394
"3203",285830.413849857
"3204",651662.943789049
"3205",970754.376137809
"3206",286268.689665581
"3207",351965.673530951
"3208",147287.130632195
"3209",1597371.48989964
"3210",719589.943393971
"3211",642740.481532986
"3212",998748.856197093
"3213",229376.590580811
"3214",358760.968686947
"3215",513690.11563861
"3216",769200.382200098
"3217",390843.051208041
"3218",1023163.69435223
"3219",636250.204477022
"3220",363661.08209457
"3221",634461.996443716
"3222",734066.896335063
"3223",82611.5751431166
"3224",550393.095647112
"3225",62686.109127394
"3226",725701.450545323
"3227",900747.832007766
"3228",626146.271264276
"3229",576249.494108168
"3230",470622.857084859
"3231",792093.592686687
"3232",467640.693538049
"3233",180859.747971107
"3234",188037.674128687
"3235",142995.639286446
"3236",506163.441478572
"3237",925064.745801446
"3238",247422.207588406
"3239",1355239.89046824
"3240",263134.944600679
"3241",777038.348460439
"3242",641802.523573365
"3243",163374.697254398
"3244",975279.671874872
"3245",356402.484328343
"3246",607921.836231961
"3247",125279.783491453
"3248",397447.32307275
"3249",1071534.20301605
"3250",160259.377006674
"3251",1312229.67301175
"3252",923155.467476399
"3253",441500.749329244
"3254",749105.607447391
"3255",110519.683293558
"3256",229152.365576312
"3257",923777.836648943
"3258",552656.619366412
"3259",1026711.37558494
"3260",764356.743663019
"3261",195179.515784122
"3262",267441.909551093
"3263",864807.498744709
"3264",759770.493818989
"3265",416740.920144556
"3266",575258.466058786
"3267",439785.318444039
"3268",310132.344781976
"3269",342536.355006553
"3270",348808.265886549
"3271",957705.019743958
"3272",394423.59116734
"3273",1084912.87623988
"3274",659685.317280008
"3275",138449.864657042
"3276",574943.075437139
"3277",293769.566577976
"3278",679879.149492886
"3279",513245.496055216
"3280",87656.8843103696
"3281",33953.1973858709
"3282",378590.471338021
"3283",221832.776435995
"3284",1218004.41375337
"3285",367878.201347734
"3286",136811.591412644
"3287",837871.727000371
"3288",167346.180967617
"3289",711390.280981329
"3290",587636.542389782
"3291",981894.726026462
"3292",632415.719150248
"3293",458431.156110606
"3294",288288.327598389
"3295",448038.662266316
"3296",339985.703011082
"3297",536275.300742709
"3298",448555.355460013
"3299",277136.127617537
"3300",104634.555239477
"3301",581273.352626086
"3302",454004.691802798
"3303",492337.520865525
"3304",398101.937143521
"3305",345306.288926905
"3306",123862.43399118
"3307",847524.54465267
"3308",799117.095300197
"3309",131540.072111578
"3310",379073.81405865
"3311",1242271.16198842
"3312",339561.794182714
"3313",732487.525761919
"3314",495082.883036671
"3315",671678.002684639
"3316",1017420.56670138
"3317",320432.18040188
"3318",74834.2837812054
"3319",331148.119654843
"3320",697346.337280657
"3321",752223.135534122
"3322",1390973.46671666
"3323",191537.699039737
"3324",290977.850004187
"3325",908905.753710532
"3326",567714.109350733
"3327",1143137.93061609
"3328",66274.1761605066
"3329",642071.493947247
"3330",449803.579313496
"3331",238780.899265889
"3332",309800.423193857
"3333",603184.964949467
"3334",217918.207403086
"3335",453192.770804476
"3336",872239.662127084
"3337",338468.135032966
"3338",2208127.26623406
"3339",483431.894168711
"3340",424108.683442512
"3341",447706.223385802
"3342",306435.350827889
"3343",392635.1787432
"3344",422920.565404838
"3345",210624.074578687
"3346",861194.207552128
"3347",480506.803412355
"3348",693144.149042177
"3349",206691.3822344
"3350",78190.1475002796
"3351",119941.623145626
"3352",243644.033475171
"3353",439979.185544917
"3354",494224.579907604
"3355",287602.882902812
"3356",1163173.2036145
"3357",514650.30700939
"3358",426669.090252142
"3359",435697.062355608
"3360",649991.093115821
"3361",260027.150174515
"3362",405412.836008247
"3363",1281080.90449234
"3364",334188.828818993
"3365",104070.292106845
"3366",588810.390799765
"3367",169500.598516566
"3368",724712.473519641
"3369",471923.575010842
"3370",757942.569419899
"3371",237348.076290155
"3372",1397344.59673208
"3373",462501.704913888
"3374",1069711.44480493
"3375",337413.582366315
"3376",1409991.17240055
"3377",579057.42634655
"3378",932164.950769389
"3379",206818.88541905
"3380",256152.365127021
"3381",1591380.78110378
"3382",172081.222166368
"3383",589641.546889117
"3384",684821.182093073
"3385",1224265.81191402
"3386",278248.693052087
"3387",489881.489771679
"3388",234353.464568224
"3389",444106.913379505
"3390",888538.334148018
"3391",616273.488725236
"3392",432384.488786092
"3393",273449.721925247
"3394",396173.675299285
"3395",198690.874733562
"3396",596149.249030773
"3397",450604.285573109
"3398",554761.338756216
"3399",133796.143780101
"3400",484621.379951356
"3401",423135.760359088
"3402",571066.844708312
"3403",914157.214017357
"3404",671885.976482642
"3405",339113.799457211
"3406",901900.812851459
"3407",114328.998685549
"3408",584481.342274137
"3409",390359.831479413
"3410",536588.791401826
"3411",979168.499494869
"3412",386739.848800695
"3413",861394.864086247
"3414",172015.714582939
"3415",877488.249750594
"3416",1148537.78208359
"3417",249816.784465065
"3418",501761.885031743
"3419",106988.707667879
"3420",238886.644103475
"3421",1495408.18329744
"3422",294240.762345027
"3423",420484.047539023
"3424",347342.821995669
"3425",636704.647611011
"3426",197556.057386685
"3427",206035.460479583
"3428",132339.860800674
"3429",397258.935753632
"3430",590632.237940154
"3431",721516.154148445
"3432",786895.742186242
"3433",550275.406015647
"3434",697461.314761369
"3435",539883.830923686
"3436",80408.471654094
"3437",166137.669278533
"3438",101617.369668803
"3439",414654.251472793
"3440",410460.695184812
"3441",917244.120315613
"3442",151870.086603442
"3443",371578.286932598
"3444",83532.5527000064
"3445",676992.673012864
"3446",506606.393568756
"3447",813286.741591288
"3448",373297.822322772
"3449",629066.908508246
"3450",218314.869802566
"3451",1077746.92616842
"3452",1236614.63289486
"3453",262190.19797483
"3454",792222.649478764
"3455",449470.126579458
"3456",398160.64462923
"3457",160398.267473615
"3458",160398.267473615
"3459",1013200.97297139
"3460",506006.462727355
"3461",661033.600985413
"3462",533530.429477655
"3463",203181.293968671
"3464",651148.137846045
"3465",348242.501472544
"3466",722049.038988586
"3467",499229.408186684
"3468",404030.741377172
"3469",465933.677997686
"3470",454874.877078747
"3471",457657.228369152
"3472",332548.636744148
"3473",900341.660669617
"3474",1071575.59781649
"3475",325887.463572681
"3476",503846.533918061
"3477",209636.904473514
"3478",747968.926755327
"3479",763104.077611421
"3480",789966.384470108
"3481",477037.578443061
"3482",605287.992107853
"3483",431520.125977903
"3484",652711.851549362
"3485",256583.069063171
"3486",453252.880477922
"3487",566090.030231393
"3488",48289.4921799776
"3489",532475.634147255
"3490",584192.370453181
"3491",539167.559264523
"3492",376902.325049573
"3493",896514.834162822
"3494",394494.801956613
"3495",545946.566786652
"3496",444599.26300637
"3497",474195.905914437
"3498",161093.031577179
"3499",795901.356772984
"3500",558289.436081034
"3501",384781.400018043
"3502",432626.93374796
"3503",721837.223676555
"3504",566045.519222855
"3505",557974.710368049
"3506",107949.553867512
"3507",725123.494749611
"3508",447607.395153627
"3509",305518.019467803
"3510",437028.708332338
"3511",731296.729911473
"3512",381951.46727999
"3513",428925.876011563
"3514",546913.499080123
"3515",1005236.26970269
"3516",832035.34714021
"3517",1088075.70416035
"3518",392974.081233471
"3519",247979.008254739
"3520",996148.723467075
"3521",512312.916286988
"3522",578794.991454488
"3523",200236.139003455
"3524",447382.854100913
"3525",1150526.25198911
"3526",929741.227760359
"3527",303094.029276924
"3528",911158.062813026
"3529",306880.084916975
"3530",400260.102622828
"3531",866395.458660433
"3532",908205.896055013
"3533",174436.186609799
"3534",512488.475099272
"3535",439268.122983596
"3536",333205.349924586
"3537",505256.999130956
"3538",562223.762471574
"3539",364464.16848812
"3540",159308.732935106
"3541",554623.439276392
"3542",1055330.14269403
"3543",303800.184926759
"3544",428327.968262663
"3545",317545.338238964
"3546",347527.864972571
"3547",349050.97925989
"3548",427006.288512678
"3549",281256.824383009
"3550",526954.678476445
"3551",475233.41126183
"3552",430831.778108773
"3553",960773.271006795
"3554",186156.443249186
"3555",723169.265003386
"3556",215527.024087653
"3557",742042.5522036
"3558",392629.973036838
"3559",613734.058445035
"3560",193221.913737301
"3561",355191.453085137
"3562",475449.509637022
"3563",659153.345915051
"3564",351015.933580551
"3565",300164.722688029
"3566",620504.88846557
"3567",423745.191672384
"3568",499432.951770387
"3569",636735.872395079
"3570",181618.339570011
"3571",583507.695826816
"3572",570195.568454323
"3573",398604.535146731
"3574",780222.972789407
"3575",642092.083011813
"3576",353543.190897219
"3577",404453.797389079
"3578",727307.94008463
"3579",224242.658760945
"3580",795185.690940619
"3581",410616.967950039
"3582",204501.90370482
"3583",1007201.303088
"3584",254355.150301119
"3585",270738.47174534
"3586",434521.235816937
"3587",314619.134783764
"3588",376583.668217683
"3589",227707.351289409
"3590",216187.212767906
"3591",463736.990185456
"3592",512882.122891237
"3593",840807.865518302
"3594",70301.0279229164
"3595",383911.808655437
"3596",449620.003244453
"3597",638426.753064716
"3598",522010.199845357
"3599",464161.516153962
"3600",436691.054244208
"3601",200623.066735543
"3602",514536.168292796
"3603",566691.070164859
"3604",229370.940222071
"3605",368342.39783516
"3606",235861.121319344
"3607",498210.786133436
"3608",159366.55960741
"3609",1687940.03118458
"3610",324578.65417723
"3611",288842.159721651
"3612",371812.438253551
"3613",38807.0945082489
"3614",209825.498305516
"3615",1427181.28865339
"3616",294072.301758109
"3617",736815.608418944
"3618",601253.519609882
"3619",320003.376483153
"3620",468740.511606617
"3621",2002753.48822576
"3622",541808.264674345
"3623",243050.446693632
"3624",127872.525635434
"3625",332419.944186158
"3626",219589.42421302
"3627",501492.237614087
"3628",666247.50176301
"3629",498301.437595305
"3630",715651.269616353
"3631",711080.015146949
"3632",65272.5638210711
"3633",401747.21374456
"3634",466305.639525656
"3635",736822.528918118
"3636",773391.326106623
"3637",259115.827039165
"3638",948490.601248028
"3639",491941.813053377
"3640",444587.542958602
"3641",929556.438456207
"3642",522051.424925193
"3643",389722.052246012
"3644",350690.538758874
"3645",458148.85409079
"3646",541601.954148292
"3647",142880.175340823
"3648",454177.843614129
"3649",452813.026197018
"3650",1396427.48628001
"3651",446049.645056943
"3652",272911.306926008
"3653",490229.89431252
"3654",504445.849174587
"3655",466080.962407095
"3656",608532.355033153
"3657",628898.024730041
"3658",520137.978916798
"3659",1181055.42484301
"3660",563830.079200343
"3661",129005.792916711
"3662",356181.801457913
"3663",493066.552885054
"3664",381933.603564323
"3665",385892.99387215
"3666",954200.49662421
"3667",472056.740421176
"3668",530048.955103531
"3669",512708.155790072
"3670",805465.91464182
"3671",434658.923488172
"3672",294995.9256516
"3673",232173.642040332
"3674",732284.078226908
"3675",323105.854376541
"3676",624590.653432319
"3677",462277.960104221
"3678",150192.01101122
"3679",796547.853379674
"3680",1762333.10350276
"3681",307508.02444795
"3682",780720.240939085
"3683",654018.580889953
"3684",341878.821755886
"3685",484003.692269384
"3686",350349.637061539
"3687",285587.851738036
"3688",575636.814237811
"3689",581839.363797517
"3690",416376.630139387
"3691",649880.368912309
"3692",840506.484885945
"3693",634013.190792235
"3694",211078.438188988
"3695",1271185.56422528
"3696",707342.492567053
"3697",362317.87860977
"3698",498568.282681056
"3699",912085.113723189
"3700",717591.561843043
"3701",1197374.42885928
"3702",854828.567259836
"3703",575100.173390371
"3704",1185205.81080359
"3705",223149.270479779
"3706",526403.19258493
"3707",192763.269357066
"3708",264301.895538278
"3709",268996.360071285
"3710",360641.411994386
"3711",401450.955704841
"3712",160595.273347459
"3713",579090.714186083
"3714",188598.116582624
"3715",569571.125367127
"3716",518121.935364231
"3717",556418.896545125
"3718",402787.86104553
"3719",506691.94022219
"3720",481415.847540589
"3721",271821.93305253
"3722",-43256.8041088609
"3723",275890.304004172
"3724",918592.766198956
"3725",279161.089428221
"3726",583678.039277922
"3727",1076450.21266025
"3728",505334.290278733
"3729",192376.371847164
"3730",999478.441207519
"3731",543120.688650077
"3732",833921.426394315
"3733",420977.911060264
"3734",944483.003356357
"3735",679272.007592584
"3736",550740.723624895
"3737",193721.867257811
"3738",373517.618918843
"3739",314171.249897624
"3740",77063.2077067663
"3741",906933.69251452
"3742",417259.950598929
"3743",420932.310480652
"3744",485310.418791102
"3745",251120.235491721
"3746",281655.006714122
"3747",396716.203806046
"3748",668394.518731453
"3749",661652.915840838
"3750",302869.217934209
"3751",1041418.2761547
"3752",198087.56393035
"3753",585622.376887583
"3754",501993.214711636
"3755",598705.637078593
"3756",-20298.7588142037
"3757",888757.935648152
"3758",502597.074194749
"3759",898988.93105064
"3760",1196427.49396209
"3761",495109.515531181
"3762",574382.594931944
"3763",649636.179830569
"3764",469169.94349141
"3765",292214.509862875
"3766",608018.14577818
"3767",789108.174768999
"3768",383750.934756601
"3769",869511.485452666
"3770",425811.650340696
"3771",142732.54471982
"3772",464882.661891154
"3773",342792.87580683
"3774",572366.288872773
"3775",369477.027006326
"3776",275375.889811312
"3777",428638.05540202
"3778",311430.386381434
"3779",358360.539618544
"3780",217003.43983545
"3781",882463.027919096
"3782",517383.850851355
"3783",326189.434315363
"3784",225031.312963087
"3785",1970079.2403632
"3786",268728.831448789
"3787",2125756.47995555
"3788",729379.796670843
"3789",1090116.82257012
"3790",395272.157198409
"3791",322073.250923467
"3792",1321808.74939249
"3793",677695.660373951
"3794",1187876.99385612
"3795",781053.362733697
"3796",100570.942295536
"3797",284435.714223075
"3798",227382.514965256
"3799",610834.455169758
"3800",440291.437704514
"3801",226373.538016782
"3802",339537.214687236
"3803",765236.61851714
"3804",1220593.9121052
"3805",911353.135645884
"3806",216961.773236915
"3807",365682.091091781
"3808",487799.486223369
"3809",603928.897816195
"3810",895154.791657907
"3811",437285.862330958
"3812",601627.085889561
"3813",1216395.05669996
"3814",786780.242207018
"3815",195953.070709699
"3816",240783.491163496
"3817",429000.469890882
"3818",283277.008186685
"3819",450005.313735295
"3820",807170.068000601
"3821",722437.977686479
"3822",643848.851199698
"3823",515264.445404863
"3824",493064.174622707
"3825",95672.5192388214
"3826",240382.569347401
"3827",640785.90705051
"3828",543808.447169871
"3829",668886.503841411
"3830",1470892.61111733
"3831",217641.495899854
"3832",380805.668303795
"3833",1019530.47139931
"3834",668297.927795599
"3835",554161.480092971
"3836",645643.600491506
"3837",210249.112129289
"3838",1303431.11615346
"3839",986845.545699167
"3840",741604.589483501
"3841",408343.504877549
"3842",445413.62988246
"3843",469466.22551177
"3844",177031.471232973
"3845",681226.387093125
"3846",179182.866354256
"3847",249171.288480108
"3848",794351.209593835
"3849",228118.648067042
"3850",1408045.54785273
"3851",465476.978667067
"3852",289580.224584916
"3853",450824.021148129
"3854",519428.903870841
"3855",705903.207740025
"3856",1151401.59070792
"3857",399816.889901178
"3858",1041754.84800958
"3859",489738.951397091
"3860",359043.554132225
"3861",1512649.85107977
"3862",421711.562687032
"3863",508671.418080334
"3864",480658.052140506
"3865",420404.986035292
"3866",378880.968706914
"3867",300503.399745898
"3868",586000.412981568
"3869",914434.117016697
